Titulo,Descricao
Analista de RH Sr,"Descrição
Descrição: •	Participar ativamente dos ciclos de elaboração e definição dos processos de remuneração;•	Realizar e analisar pesquisas de mercado na área de remuneração e benefícios, monitorando a competitividade da empresa em relação ao mercado;•	Implementar programas e políticas de remuneração variável (premiação, bonificação, partnership, etc);•	Realizar a gestão da estrutura de cargos, elaboração e atualização das descrições de cargos, tabelas salariais, progressões salariais e dashboards, realizando estudos e analisando os impactos;•	Realizar propostas de contratação, promoções por meritocracia, transferências e outros tipos de movimentação de pessoal, apoiando líderes em tomadas de decisões;•	Buscar aprimoramento, melhorias e automação dos processos de cargos e salários na empresa;•	Preparar e conduzir reuniões, apresentações e dashboards para apoio aos líderes na gestão da remuneração;•	Definição de indicadores de performance;•	Acompanhamento do programa de metas e cálculo do bônus.Outros requisitos: •	Graduação em Administração, Engenharia de Produção ou áreas afins;•	Experiência na área de Remuneração/Cargos e Salários;•	Cursos/especialização em gestão da remuneração;•	Conhecimentos avançados em Excel e ferramentas de dashboard (PowerBI, Google Planilhas, etc);•	Experiência com a aplicação das principais metodologias de remuneração do mercado;•	Conhecimento em modelos de remuneração variável de curto e longo prazos;•	Ter visão analítica e sistêmica e busca por melhoria contínua dos processos;•	Ter excelente raciocínio lógico para entender e resolver problemas, propondo soluções efetivas; •	Desejáveis conhecimentos avançados em inglês;•	Desejável vivência em empresa familiar."
Analista de Qualidade Pl (governança),"Descrição
Descrição: PRÉ – REQUISITOS:Ter Graduação Completa, preferencialmente em Administração ou Engenharias;Disponibilidade para atuar presencial em Campinas/SP;Necessária experiência com governança de documentos on line (normas, geds, certificações, etc)Necessário ter atuado no segmento de serviços;Necessário conhecer as ferramentas de gestão da qualidade;Desejável conhecer as ISO's (9001, 14001, entre outras);Necessário Pacote Office avançado;Necessário inglês intermediário;ATIVIDADES:Auxiliar na manutenção de um Sistema de Gestão Integrado com foco em resultado do processo, pesquisas e descobertas fazendo uso de conhecimento específico e especializado no assunto/área.Planejar e realizar o ciclo de auditorias internas e externas do Sistema de Gestão Integrado e acompanhar os auditores em suas atividades, seja em ambiente administrativo ou em ambiente externo/campo (sem adentrar ao SEP) mediante a autorização.Auxiliar a elaboração de relatórios empresariais para a participação de avaliações externas da gestão e visitas de avaliação, seja em ambiente administrativo ou em ambiente externo/campo (sem adentrar ao SEP).Prestar consultoria interna às áreas reguladas da empresa em temas ligados a qualidade da gestão com foco na melhoria contínua e excelência empresarial.Elaborar relatórios e conteúdo da Qualidade para reuniões e premiações conforme pertinência e necessidade.Auxiliar em revisões de conceito e em avaliações do Programa ColaborAtivo (5S).Atuar em programas de benchmarking e iniciativas internas de melhores práticas.Apoiar a execução e controle das atividades administrativas e orçamentárias demandadas na empresa.Idiomas:Inglês - Nível Intermediário"
Analista de PCP,"Descrição
Descrição: •	Apoiar no planejamento da programação de produção, por meio da verificação do estoque de matéria-prima disponível, e de acordo com a previsão de venda;•	Controlar diariamente o estoque de matéria-prima disponível nas unidades de abate e da Petsko, através de verificação diária e relatórios de estoque no sistema da empresa;•	Certificar a quantidade disponível de produtos de terceiros necessários para a execução da ordem de produção, através da conferência da programação e realização do pedido de aquisição da matéria prima faltante.•	Alimentar o sistema com as informações da produção, por meio da abertura e preenchimento das informações necessárias da ordem de produção em sistema informatizado.•	Apoiar na otimização e melhor execução da programação de produção para cumprimento dos prazos estipulados, através de alterações nas ordens de produção quando necessário.•	Transferir matéria-prima da Plena Paraíso para a Petsko, através de pedidos de transferência via em sistema informatizado.•	Certificar a entrega dos produtos aos clientes finais conforme a descrição do pedido e no prazo acordado, por meio do acompanhamento desde a produção, carregamento e entrega ao cliente.•	Sugerir o aumento ou redução da capacidade de produção, por meio da análise da realização de quantidade de horas extras, contratação ou demissão de funcionários, ativação de novos turnos de produção e também na compra ou na venda de maquinários;•	Realizar repasse das demandas de transporte para o setor de logística, mediante envio de e-mail com as informações necessárias.Idiomas:Português - Nível AvançadoOutros requisitos: Graduação em engenharia de produção, administração ou áreas afins"
Coordenador de E-commerce,"Descrição
Descrição: 
Planejar e coordenar todas ações promocionais de vendas do nosso Ecommerce e APP;
Coordenar o desdobramento e execução do KV das campanhas de Marketing, desenvolvendo as peças e banners para execução do site e APP;
Definir o sortimento promocional de acordo com o calendário do varejo e oportunidades de vendas para o Ecommerce e APP;
Acompanhar e analisar a performance de venda dos nossos produtos, visando o atingimento das metas de vendas dos canais e por categoria;
Negociar com as demais gerências da empresa ações que alavanquem os resultados das vendas digitais como mídias performáticas, leads segmentados e produtos promocionais;
Analisar a performance de vendas da concorrência, visando propor preços e produtos competitivos;
Monitorar, analisar e apresentar os indicadores de performance e atingimento das metas da área para a diretoria.
Outros requisitos: 
Ensino Superior completo em Marketing, Administração, Tecnologia da informação ou áreas afins;
Conhecimento avançado em Excel e Power Point;
Bons conhecimentos em Power BI, desejável experiência em construção de painéis;
Forte vivência em gestão de Ecommerce;
Conhecimento em análise de dados em Google Adwords, Google Analytics e Facebook Ads;
Conhecimento em categoria de produtos, mídias de performance e marketing digital;
Conhecimento em plataformas digitais de código aberto. Desejável experiência em Vtex;
Experiência em análise e elaboração dos relatórios dos indicadores de performance;
Perfil comercial, com alta capacidade analítica, negociação, olhar de dono, resiliência, foco em resultado e boa comunicação."
Coordenador de Faturamento,"Descrição
Descrição: Missão: Assegurar a entrega do faturamento e Recurso de Glosas das Clínicas Associadas e Serviços Hospitalares a nível nacional, garantindo que as normas e procedimentos sejam aplicadas de forma adequada. Principais Responsabilidade: Cumprimento Normas e procedimentosAssegurar que as rotinas do departamento sejam realizadas observando as normas e procedimentos da Cia.Regras ContratuaisDefinir e orientar os colaboradores sobre os procedimentos necessários a fim de garantir um faturamento efetivo sobre as diversas fontes pagadoras, de acordo com as regras contratuais estabelecidas.GlosasReduzir as glosas apontadas pelos convênios, com o objetivo de estancar as perdas financeirasKPIDivulgar os índices de Glosas, mediante elaboração e análise de relatório com informações do faturamento mensal x glosas.Manutenção de Políticas e manuaisGarantir a manutenção e atualização dos Guidelines de acordo com os padrões da qualidade corporativa.Diagnóstico de novas aquisiçõesRealizar nas visitas de diagnóstico de novas aquisições, os processos executados pela unidade, bem como a rotina junto as fontes pagadorasControles InternosGarantir a inclusão dos controles de SOX mensal e trimestral com relação a execução e evidenciação dos controles realizadosReporte de informaçõesAssegurar a correta informação dos resultados reportados, em conformidade com os padrões estabelecidos pela Cia.Garantia na qualidade do faturamentoIdentificar as inconsistências de faturamento e aplicar as medidas corretivas dentro do prazo pré-estabelecido pelo convênio.Outros requisitos: Formação acadêmica: Superior CompletoDisciplina do Conhecimento: Administração, Contabilidade, EconomiaExperiênciaExperiência de 3 anos em Gestão e fechamento de todo faturamento da empresa matriz e filiais. Excelentes conhecimentos em tabela AMB, Brasíndice e Simpro. Amplo conhecimento em XML com todas as regras TUSS."
Analista de Desenvolvimento Organizacional Jr,"Descrição
Descrição: O analista de desenvolvimento humano e treinamento tem entre suas responsabilidades elaborar e implementar ações de educação e desenvolvimento dos colaboradores e equipes, levando em conta as necessidades e indicadores da empresa.Estamos procurando um(a) profissional que tenha uma visão sistêmica para identificar as estratégias e gerenciar os recursos disponíveis com o objetivo de aplicar técnicas e métodos de desenvolvimento, treinamento e acompanhamento de todos os colaboradores.Principais atividades e responsabilidades
Mapear competências dos cargos e das equipes, a fim de identificar os melhores ações de treinamento e desenvolvimento;
Recrutamento e Seleção;
Auxiliar no desenvolvimento e aplicar sistemas de avaliação de desempenho;
Promover ações de treinamentos técnicos e de desenvolvimento pessoal;
Promover eventos de integração entre os colaboradores;
Organizar a integração de novos colaboradores;
Conferir a validade dos treinamentos e fazer análises por meio de indicadores e relatórios;
Diagnosticar a necessidade de desenvolvimento e treinamento de pessoas e/ou equipes e elaborar ações nesse sentido;
Acompanhar e monitorar PDI’s e ciclo de avaliação de desempenho;
Participar de entrevistas de desligamento e analisar oportunidades de melhoria a partir dos motivos de turnover.
Outros requisitos: O que buscamos?Pré-requisitos
Ensino superior (cursando ou completo) em Administração de empresas, Psicologia, Gestão de Recursos Humanos, Gestão empresarial.
Conhecimento de análise comportamental (DISC / diferencial).
Experiência em DHO.
Experiência em processos de recrutamento e seleção.
Conhecimentos dos subsistemas de recursos humanos.
Pacote office intermediário.
Habilidades de comunicação.
Agilidade.
Pensamento analítico.
Pró atividade.
Criatividade.
Bom relacionamento interpessoal;
Visão sistêmica;
Olhar estratégico.
Trabalho híbrido (3x na semana presencial);"
Estagiário Comercial,"Descrição
Descrição: Estamos procurando um(a) Estagiário(a) para apoiar a rotina da área Comercial aqui da empresa.Essa pessoa atuará nas seguintes atividades:
Suporte na análise técnica dos produtos solicitados pelo cliente;
Emissão de Orçamentos;
Acompanhamento de cotações, pedidos e embarques;
Conferência / Análise crítica de pedidos de venda;
Organizar processos e arquivar documentos relativos aos pedidos de venda;
Realizar assistência administrativa aos Vendedores internos e externos, bem como aos Representantes e Gerência Comercial;
Atendimento telefônico de clientes;
Envio de catálogos aos clientes;
Seguir os procedimentos de gestão da qualidade as instruções operacionais da área Comercial.
Para esse estágio, gostaríamos de alguém com perfil bem comercial, que tenha agilidade de pensamento, boa comunicação escrita e oral; organização e desenvoltura. Além disso, precisa atender os requisitos abaixo:
Cursando Ensino Superior Engenharia ou Administração com pelo menos 2 anos de curso restantes (conclusão a partir de dez/2024);
Inglês intermediário;
Habilidade com Pacote Office (principalmente Excel e Word);
Interesse e aptidão pela área técnica comercial.
E aí, será que é você a pessoa para esta oportunidade? Se você atende aos requisitos e está super afim de colaborar com a gente, não perca tempo e se candidate!Idiomas:Espanhol - Nível Básico e Inglês - Nível IntermediárioOutros requisitos: É desejável que tenha habilidade com o idioma Espanhol e já tenha noções de sistemas como o Microsiga. E o mais importante, alguém disposto a aprender e se desenvolver :)"
Especialista de Clientes e Produtos,"Descrição
Atribuições:

Prestar atendimento aos clientes e demais públicos de interesse, disponibilizando os produtos e serviços e apresentando as especificações técnicas necessárias, atender negociar e prospectar clientes de todos os segmentos e colaborar na construção de produtos, clientes e serviços.

Requisitos Necessários:

Escolaridade: Superior Completo em Ciências Contábeis, Administração de Empresas, Economia ou áreas afins.Conhecimentos e Qualificações Necessárias:Pacote Microsoft Office, com Excel avançado,Matemática Financeira e uso de HP 12C; Amploconhecimento sobre Fluxo de Caixa; Aplicações Financeiras e Derivativos; Legislação aplicada a transações financeiras; Mercado Financeiro; Legislação Bancária;
Necessário habilitação categoria B
Experiência com estrada
Disponibilidade para viajar com frequência.
Diferenciais:
Certificação Profissional Anbima (CPA-20).
Inglês Intermediário;
Pós-graduação / especialização / MBA).
Conhecimento avançado do Agronegócio.
Conhecer sobre negócios de PJ em seus segmentos.

Atuação: Presencial 
No Mato Grosso:
- Sinop
- Lucas do Rio Verde
- Matupá
- Sapezal 
Em Rondônia:
- Vilhena
 
Em Goiás:
- Rio Verde
No Rio Grande do Sul:
- Passo Fundo
No Paraná:
- Maringá
No Pará:
- Paragominas
 
Benefícios da vaga:

Assistência Médica e Odontológica Nacional;
Seguro de Vida em Grupo;
Vale Alimentação;
Participação de Lucros e Resultados;
Previdência Privada.

*Nossas oportunidades são abertas para todos os profissionais, sem distinção de raça, cor, gênero, idade, crença e deficiência (PCD)*"
Analista de Investimentos,"Descrição
Descrição: Personale contrata para seu cliente do segmento financeiro:Atividades:•	Análise crítica das condições de títulos e ativos de renda fixa e de suas garantias, com a análise dos documentos relacionados aos títulos e ativos de renda fixa (debêntures, CRIs, CCIs, CCBs, Notas Promissórias).•	Contato com os investidores e os emissores dos títulos e ativos de renda fixa.•	Realização de leitura das condições dos títulos de dívida de empresas para acompanhamento e controles das características financeiras constantes destes títulos de dívida.•	Realização de análise de informações financeiras de empresas, conforme estipulado nas características dos títulos de dívida.•	Realização de cálculos de precificação dos títulos de dívida e envio aos credores e devedores dos títulos.•	Elaboração de relatórios para os credores dos títulos de dívida.•	Controle sobre situação das garantias dos títulos de dívida.Requisitos:Formação Superior em Ciências Econômicas, Engenharia ou Administração de Empresa.Experiência em cálculos e em matemática financeira, índices financeiros de performance de empresas e análise de demonstrações financeiras (balanços).Necessário conhecimento de Excel avançado - (VBA).Desejável habilitação CPA-10, CPA-20, CEA e CFP, ou semelhantesDetalhes:Local: Barra da Tijuca - 100% presencialExpediente: Segunda a Sexta 09:00 as 18:00Salário: Pretensão SalarialBenefícios: Vale Transporte + VR (R$ 40,00 por dia mesmo nas férias) e VA (R$ 560,00 por mês mesmo nas férias)“Todas as nossas vagas são elegíveis para pessoas com deficiência ou reabilitadas pela Previdência Social.”Outros requisitos:"
Vendedor Jr,"Descrição
Descrição: Quais serão suas atividades: •	Gerir os planos de negócios (confecção, contrapartidas, pagamento de verbas);•	Ser o responsável pelo suporte aos clientes entre as áreas internas da companhia (CRM, Financeiro, Logística etc.);•	Garantir a manutenção e atualização do cadastro de produtos nos clientes;•	Acompanhar a aderência das ações planejadas (preços, encartes, exposição e alavancas de vendas);•	Garantir a rotina de check-in check-out e planejar e realizar a agenda de visitas;•	Acompanhar a carteira de pedidos até a disponibilidade do produto no ponto de venda;•	Cumprir o diário de bordo através do conhecimento e execução das atividades conforme frequência definida;•	Garantir a rotina de vendas com check-in e check-out nas visitas pré-estabelecidas;•	Assegurar a carteira de pedidos, faturamento e entrega até a disponibilidade do produto no ponto de venda.Você precisa destas habilidades e experiências: •	Ensino Superior Cursando ou Completo em Marketing, Administração, Ciências Contábeis ou áreas correlatas;•	Conhecimento em Pacote Office (intermediário)•	Experiência em vendas;•	Possuir carteira de habilitação categoria B e disponibilidade para viagens.Vale a pena mencionar:Setor: Vendas Local: Uberlândia-MG Horário: ADM - 08h às 18h Se você tem as experiências e competências acima, estamos em busca de um profissional como você! Mas se você não se identificou com a vaga, compartilhe e faça a diferença! Todas as nossas vagas são abertas para pessoas com deficiência (PcD)."
Operador de Atendimento II - Fleury Atendimento Móvel,"Descrição
Descrição: Quais são os desafios da área e do cargo? Este profissional será responsável pela abertura de fichas e todos os protocolos de atendimento de forma remota e com antecedência (sem a atuação frente a frente com o cliente) aos clientes do nosso serviço de Atendimento Móvel da marca Fleury, que possibilita a obtenção dos serviços diagnósticos que oferecemos onde o cliente estiver. Buscamos um profissional que apresente:   Formação Acadêmica: Ensino superior completo ou cursando;   Disponibilidade de atuação aos finais de semana e feriados;   Desejável experiência com abertura de fichas. Principais atividades: Realizar processo de abertura de ficha, garantindo o cadastro correto do cliente e da solicitação do médico/validação dos planos de saúde e o pagamento, através do sistema vigente; Apoiar a equipe de enfermagem no roteiro de atendimento; Realizar a regularização das fichas de atendimento; Fechar o caixa individual, garantindo a consolidação geral do caixa; Registrar e tratar ocorrências do atendimento, garantindo a rastreabilidade das informações e resolução de pendências; Administrar a mesa de pendência (manifestação) através do sistema vigente; Entregar resultados, por meio do sistema; Realizar apoio telefônico à Central de Atendimento e Enfermagem. Informações importantes:    Local de trabalho: Sede Administrativa Campo Belo (próximo à estação Conceição do metrô - linha 1 azul).    Carga horária mensal: 180 horas -06h15 por dia (vagas no período da manhã e da tarde)    Horário de Trabalho: 07h00 as 13h15    Escala: 6x1Outros requisitos:"
Coordenador (a) de DP,"Descrição
Descrição: # Supervisionar e executar os serviços de administração de pessoal, controlando e calculando folha de pagamento, recolhimento de tributos, admissões e rescisões contratuais e férias de funcionários;  # Coordenar a equipe departamento pessoal fazendo a correta Gestão de Pessoas; # Entregar todas as obrigações trabalhistas e previdenciárias; # Elaborar relatórios e participar de reuniões; # Gerir a demanda e rotina do departamento pessoal, acompanhar os resultados e indicadores, prestar suporte e orientação para a equipe no desenvolvimento dos trabalhos;# Elaborar rotinas próprias dessa área, quais sejam: folha de pagamento, admissão, rescisão, GFIP e outras conexas; # Coordenar a realização de todas as solicitações das áreas, em conformidade com as leis trabalhistas, dentro dos prazos pré-estabelecidos a fim de atender as solicitações da empresa e contratos; # Cumprimento dos Prazos do Departamento Pessoal, ter um nível de entrega com confiabilidade sendo cordial com as áreas# Dar apoio as demandas do Jurídico em relação a documentação para os processos# Manter as informações da área sempre atualizadas, bem como o cumprimento dos prazos dos envios legais e do esocialFundamental : Excel em nível intermediário (desejável - Avançado) e ter experiência em fechamento de folha utilizando o sistema Protheus (Totvs)								Outros requisitos: Senso de urgência;Ótimo relacionamento interpessoal;Boa comunicação verbal e escrita;Perfil analítico;Proatividade e autonomia para lidar colaboradores e stakeholders;Bom senso e empatia completam o perfil.Desejável : Pós-graduação"
Analista de Informações Gerenciais Pleno,"Descrição
Descrição: Estamos recebendo currículos para a contratação de Analista de Informações Gerenciais Pleno para a área de CAO Asset Servicing Latam do BNY Mellon Brasil.Principais Atividades:
Interface com diferentes áreas para o mapeamento de informações e desenvolvimento de processos;
Gerenciamento de informações e automatização de processos;
Desenvolvimento de dashboards para acompanhamento de indicadores;
Suporte às áreas de Relationship Manager e à diretoria de Asset Servicing.
Requisitos Obrigatórios:
Ensino Superior Completo em Administração de Empresas, Ciências da Computação, Economia ou Engenharia;
Conhecimento de ferramentas de banco de dados e de programação;
Motivado, comunicativo e organizado.
 Requisitos Desejáveis:
Conhecimento e experiência em gestão e criação de indicadores;
Inglês avançado.
 Local de Trabalho:Vila Nova Conceição - São Paulo(Trabalho híbrido implementado de acordo com cada área de negócio da companhia.)   Venha transformar a sua carreira no The Bank of New York Mellon, presente em 35 países, atuante em 100 mercados e com mais de 50 mil funcionários! BNY Mellon é um Empregador que Promove a Igualdade de Oportunidade de Emprego. Nossa ambição é formar a melhor equipe global - representativa e inclusiva dos diversos talentos, clientes e comunidades com que trabalhamos e com quem servimos e capacitar a nossa equipe para fazer o melhor trabalho possível. Apoiamos o bem-estar e uma vida equilibrada, oferecemos uma variedade de opções amigáveis para a família, políticas de emprego inclusivas e fóruns de funcionários."
Executivo de Vendas,"Description
Descrição: Sobre nosso cliente:Empresa nacional do segmento de logística (serviços multimodais de soluções logísticas internacionais)Detalhes do cargo:- Desenvolver e manter a carteira comercial de clientes, realizando negociações para garantir e aumentar volume, receita e rentabilidade- Realizar a apresentação e venda de serviços multimodais, oferecendo soluções logísticas aos clientes- Atuar na qualificação de leads, elaboração e envio de propostas e fechamento de vendas- Identificar necessidades de logística e transporte, bem como prospecções e visitas aos clientes- Realizar pesquisas, estudos e análise de mercado, visando novas oportunidades de clientes e negócios- Atuar no pós venda e follow up dos serviços contratados, bem como realizar ações de fidelização- Preparar reuniões de apresentação aos clientes- Elaborar relatórios comerciais, analisar indicadores e adotar planos de ação para atingimento das vendas e metas previstas- Cumprir com as regras e regulamentos de compliance da empresaO Profissional Desejado:Obrigatório Superior completo em Comércio Exterior, Administração, Logística, Comércio Internacional ou similar, relevante experiência com vendas de soluções logísticas/importação e exportação de cargas, sendo imprescindível possuir carteira de clientes.Necessário inglês básico, pacote office nível intermediário, Carteira de Habilitação categoria B e disponibilidade para viagens.Experiência com vendas em comercial exportadora/trading será um diferencialIdiomas:Inglês - Nível BásicoOutros requisitos: Proatividade, comunicação, negociação, relacionamento interpessoal, dinamismo, trabalho em equipe, orientação para resultados, engajamento e resiliência completam o perfil."
Auxiliar CoE - Brasil,"Descrição

Nós, aqui do CoE – Centro de Excelência da EY, temos pensado muito sobre esta questão e, para respondê-la com qualidade e consistência, precisamos de aliados que acreditem em um projeto fundado nos conceitos de união, integração e totalidade.
 
Se esta chamada despertou o seu interesse é porque você está em sintonia com a gente! Então, que tal concorrer às vagas de Auxiliar Administrativo no CoE por tempo determinado até março/2023?
 
Para se candidatar é importante já ter vivenciado um pouco da rotina de uma área administrativa/financeira, conhecer as aplicações do pacote Office (especialmente o Excel) e ser graduado ou estar cursando Administração, Ciência Contábeis e Economia. 
 
Uma vez selecionado, você será responsável por atualizar o sistema que organiza as demandas da área, formalizar e comparar documentações, apoiar nossos líderes com a revisão de trabalhos, apoiar nossos clientes com esclarecimento de possíveis dúvidas, monitorar prazos e entregas, além de assumir desafios que estão fora deste roteiro, afinal vivemos o dinamismo de uma era de constantes transformações.
 
Quer saber mais sobre a EY?
Somos líder global em serviços de Auditoria, Impostos, Transações Corporativas e Consultoria. Estamos comprometidos com a diversidade e a igualdade e, em todo o mundo, nossos 298 mil colaboradores estão unidos por valores pautados pela ética e pelo compromisso constante com a qualidade. Auxiliamos nossos colaboradores, clientes e as comunidades com as quais interagimos a atingir todo o seu potencial, em um mundo cada vez mais integrado e competitivo. No Brasil, estamos presente em 12 cidades e contamos com, aproximadamente, 6.000 profissionais que dão suporte e atendimento a mais de 3.400 clientes."
Analista Tesouraria Senior,"Descrição
Descrição: Requisitos:•	Graduação em Ciências Contábeis/Administração/Engenharia/Economia;•	Excel Avançado; •	Inglês Avançado / fluente•	Experiência  na função em empresas/indústrias e/ou Consultorias (Ex.: Big Four);•	Experiência em: mercado financeiro (negociação de taxas de câmbio, estruturação de negócios – BID), gestão de investimentos, gestão de financiamentos; gestão de riscos (Hedging - Perdas por Variação Cambial); gestão de aplicações financeiras (elaboração de informes e acompanhamento das estratégias de mercado de renda fixa -  juros, pré-fixados, títulos privados, inflação, etc., e renda variável (nomes, oportunidades, pricing, etc); acompanhar o desempenho dos investimentos e desenvolver relatórios gerenciais com indicadores de desempenho da atividade;•	Conhecimento avançado em Cálculos Financeiros; •	Desejável MBA/Pós Graduação;•	Desejável conhecimento em Power BI; •	Disponibilidade para trabalhar modelo 100% presencial. Principais Atividades:•	Gestão e controle dos investimentos da empresa;•	Realização de estudos, análises, estratégias de investimentos e captação para a tomada de decisões;•	Fechamento de câmbio e derivativos com melhor custo;•	Elaboração de relatórios e análises periódicas para gerência e diretoria;•	Gestão, controle e operacionalização das operações de crédito;•	Apoiar os membros com menor senioridade da equipe;•	Apoiar as áreas impactadas pelas atividades do departamento dentro da empresa;•	Gestão de Projetos: Realizar o acompanhamento das atividades e executar testes e avaliação de mudanças de processo, implantação de sistemas, e novos produtos financeiros; Reportar a evolução das atividades e ações de controle para garantir a entrega dos projetos nos prazos e condições de escopo previamente acordados."
Consultor de Vendas Internas,"Descrição
Descrição: ATRIBUIÇÕES DO CARGO:  Atividades Manter e expandir seu banco de dados de perspectivas dentro do seu território designado. Fechar negócios, executar demonstrações online efetivas para clientes potenciais via mídias digitais. Deve estar confortável fazendo dezenas de chamadas por dia, trabalhando com parceiros de canal, gerando parcerias e perspectivas qualificadas e fechando vendas. Capacidade de passar conhecimento técnico aos clientes. Conhecer as necessidades dos clientes e da Unidade de Negócio, manter um bom relacionamento com nossos clientes, fidelizando prescritores através da venda técnica de conceitos e desenvolvimento de novas contas, utilizando tecnologia digital à distância, através de computadores e/ou dispositivos móveis (tablets ou smartphones), seguindo sempre os códigos de ética e políticas de compliance e farmacovigilância.  Participar de treinamentos constantes, absorvendo aprendizados para desenvolvimento das atividades diárias e maior praticidade/ estratégia para realização das vendas; Acompanhamento de carteira para o cumprimento das metas pré-estabelecidas de objetivos de contato; atingir objetivos de metas de visitação e demais KPI’s. Manter a comunicação efetiva entre os demais parceiros do time; Participação em feiras, convenções, Workshop voltados para o negócio de Allergan Aesthetics como representante   Outros requisitos: Superior completo em áreas de administração, marketing, economia e afins. Experiência atuando com vendas internamente será um diferencial; Forte experiência em vendas via telefone, multimídia e canais digitais Proficiente em produtividade corporativa e ferramentas de apresentação na web Conhecimento com Salesforce / SAP ou CRM ou semelhante"
Coordenador de Marketing e Novos Negócios,"Descrição
Se você é dinâmico, orientado a resultados, hands-on e tem interesse em acelerar a construção do negócio, venha empreender com a gente!
Suas principais atividades serão:
 •     Desenhar e garantir a estratégia de marketing digital, campanhas de impulsionamento de novos negócios, indicadores de performance e tomadas de decisões ágeis e assertivas, com foco no crescimento e atingimento das metas comerciais;
 •     Contribuir com o comercial, desenvolvendo novas propostas, geração de leads, manutenção das informações via CRM, parcerias institucionais e projetos em conjunto com estrutura de Business Intelligence, garantindo as metas comerciais e índice de conversão de negócios;
 •     Desenvolver e implementar o Plano de Marketing Anual, alinhando os objetivos, estratégias e táticas com a liderança da empresa;
 •     Gerenciar e retroalimentar as pesquisas de NPS além das ações de Customer Experience, melhorando a experiência dos envolvidos e aumentando as oportunidades de cross-selling;
 •     Garantir as ações de comunicação externa nos projetos, contribuindo para maior exposição da marca e marketshare alinhados das estratégias de branding da empresa;
 •     Gerenciar as ações de endomarketing, comunicação interna, gestão de indicadores de performance e temas de employer branding. Desenvolver campanhas mensais e trimestrais, eventos internos, canais de comunicação e outras ações de engajamento;
 •     Gestão de equipe de vendas e marketing além do controle de orçamento da área.
Buscamos profissionais graduados em Administração, Marketing, Publicidade e Propaganda, ou áreas correlatas, com forte vontade de fazer acontecer. Passagem por área comercial e experiência em marketing digital serão pré-requisitos. 
Forte orientação a resultados, perfil analítico e auto motivação complementam o perfil. Inglês avançado será um plus."
Coordenador de Auditoria Interna e Compliance,"Descrição
Quais serão seus principais desafios para essa oportunidade:

Coordenar atividades de auditoria em processos contábeis e de controles internos, visando identificar a sua qualidade, integridade e eficácia.
Auditar a aplicação das políticas e procedimentos da empresa, identificando eventuais falhas e não-conformidades que possam prejudicar a eficácia dos controles.
Auditar a correta aplicação da legislação fiscal e das atividades relacionadas aos processos necessários ao adequado compliance.
Realizar a validação de demonstrações financeiras e dos processos relacionados, verificando a correta aplicação dos normas e procedimentos regulatórios.
Realizar o mapeamento de processos, identificando possíveis pontos de atenção e a necessidade de correções, com a proposição de alterações e melhorias.
Propor modificações em políticas, procedimentos e controles para melhorar a sua qualidade, integridade e eficácia.
Elaborar relatórios, pareceres e recomendações.
Planejar, orientar e acompanhar os processos da área, garantindo a qualidade dos resultados.

 
O que esperamos de você:

Formação completa em Ciências Contábeis, Administração ou Economia.
Pós/MBA em Auditoria, Gestão de Riscos e/ou Governança.
Pacote Office (intermediário).
Experiência em auditoria externa, preferencialmente em big four.
Desejável conhecimentos no SAP.
Inglês intermediário.
Disponibilidade para viagens.
Conhecimento da legislação fiscal.
Será considerado diferencial ter experiência em empresas dos setores de atuação do Grupo Tracbel.

 
A Tracbel apoia e busca estimular uma força de trabalho diversificada. Por isso, em todas as nossas oportunidades não fazemos distinção de raça, gênero, religião, orientação sexual, ou deficiência. Venha fazer parte do time que constrói os novos tempos."
Supervisor de Vendas,"Descrição
Descrição: Como será seu dia a dia:
Supervisionar a equipe de consultores de vendas e promotores, apoiando na excussão de processos relacionados a vendas e prospecção por meio acompanhamento e análise de relatórios;
Assegurar o atingimento das metas propostas e da realização de rotinas administrativas da área;
Incentivar as prospecções de clientes, analisar a qualidade dos agendamentos de promotores e acompanhar junto às equipes a qualidade dos leads registrados no sistema;
Incentivar e acompanhar a equipe em visitas a clientes in loco fomentando essa boa prática para todo time;
Assegurar o desenvolvimento, capacitação e engajamento da equipe de consultores e promotores, orientando e acompanhando performance;
Dimensionar a necessidade de recursos da área, organização de escalas de serviços, rotas para promotores e garantir o cumprimento de aspectos legais, tendo como diretrizes a política de gestão de pessoas;
Assegurar o cumprimento dos resultados de vendas, alcance de indicadores e liderar reuniões periódicas com a equipe;
Garantir a melhoria contínua do desempenho comercial da equipe de consultores e promotores, promovendo ações que aumentem o resultado da venda de plano de saúde e produtos opcionais.
Horário e Local de Trabalho:De segunda a sexta-feira de 08:00 às 18:00 horas.Rua dos Inconfidentes, nº 44, bairro Funcionários, Belo Horizonte - MGOutros requisitos: É necessário que tenha:
Ensino Superior completo em Administração ou áreas afins;
Experiência consistente na área de vendas;
Experiência com gestão de pessoas;
Conhecimento em negociação;
Conhecimento intermediário em Pacote Office;
Desejável pós graduação em área comercial, gestão de pessoas, gestão empresarial ou áreas afins."
